product,credit_card,credit_reporting,debt_collection,mortgages_and_loans,retail_banking
credit_card,[53  2  3  0 10]
credit_reporting,[ 15 180  12  10   2]
debt_collection,[ 3 10 68  4  1]
mortgages_and_loans,[ 2  1  3 71  2]
retail_banking,[ 4  0  0  0 56]
