product,credit_card,credit_reporting,debt_collection,mortgages_and_loans,retail_banking
credit_card,[45  1  3  1 18]
credit_reporting,[ 18 142  45  14   0]
debt_collection,[ 3  6 70  5  2]
mortgages_and_loans,[ 3  6  3 66  1]
retail_banking,[ 7  0  0  1 52]
